Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,10-Dec-17,1263,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,10-Dec-17,14,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,10-Dec-17,39,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,10-Dec-17,64,3,,103,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,10-Dec-17,35,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,10-Dec-17,42,0,,59,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,10-Dec-17,486,1,,185,NaN,NaN
02_指名関連,PC,Listing,Yahoo!,-,-,10-Dec-17,14058,42,,10877,NaN,2.12
02_指名関連,PC,Listing,Yahoo!,,,10-Dec-17,1077,8,,2579,NaN,2.18
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,164,1,,598,NaN,NaN
02_指名関連,PC,Listing,Google,-,-,10-Dec-17,3467,82,1,29318,1.65,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,7,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,10-Dec-17,166,1,,201,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,10-Dec-17,15,0,,0,NaN,NaN
02_指名関連,PC,Listing,Google,,,10-Dec-17,1108,17,,12587,1.63,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,10-Dec-17,58,0,,0,NaN,NaN
02_指名関連,SP,Listing,Google,-,-,10-Dec-17,18321,299,3,151878,1.71,NaN
02_指名関連,SP,Listing,Google,,,10-Dec-17,315,7,,2030,1.68,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,80,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,10-Dec-17,300,2,,429,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,10-Dec-17,555,1,,114,NaN,NaN
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,10-Dec-17,4030,4,,874,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,10-Dec-17,339,2,,437,NaN,NaN
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,10-Dec-17,2304,6,,3176,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,10-Dec-17,105,0,,124,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,-,-,10-Dec-17,15360,26,,9121,NaN,1.79
02_指名関連,SP,Listing,Yahoo!,,,10-Dec-17,1837,3,,1901,NaN,1.77
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,10-Dec-17,222,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,10-Dec-17,81,0,,0,NaN,NaN
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,10-Dec-17,209,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,302,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,10-Dec-17,332,0,,0,NaN,NaN
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,10-Dec-17,712,0,,0,NaN,NaN
04_海外での利用,SP,AT,GDN,-,-,10-Dec-17,1265,3,,166,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,870,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,10-Dec-17,251,1,,95,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,10-Dec-17,1790,4,,284,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,10-Dec-17,438,1,,77,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,10-Dec-17,650,0,,0,NaN,NaN
03_口座開設一般,SP,Listing,Google,-,-,10-Dec-17,8326,352,1,109205,1.6,NaN
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,10-Dec-17,1745,1,,103,NaN,NaN
03_口座開設一般,SP,Listing,Google,,,10-Dec-17,376,11,,3050,2.16,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,32,0,,0,NaN,NaN
03_口座開設一般,PC,Listing,Google,-,-,10-Dec-17,2750,60,1,23585,2.1,NaN
03_口座開設一般,PC,Listing,Google,,,10-Dec-17,615,9,,3175,2.91,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,10-Dec-17,2026,1,,119,NaN,NaN
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,10-Dec-17,429,1,,157,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,10-Dec-17,45,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,10-Dec-17,416,1,,551,NaN,NaN
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,10-Dec-17,388,0,,411,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,10-Dec-17,33,0,,0,NaN,NaN
01_指名,PC,Listing,Y!PSD,-,-,10-Dec-17,232,10,,8064,NaN,NaN
01_指名,SP,Listing,Y!PSD,-,-,10-Dec-17,138,0,,8064,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,10-Dec-17,123,0,,181,NaN,NaN
04_海外での利用,PC,AT,GDN,-,-,10-Dec-17,3861,7,,607,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,10-Dec-17,160,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,10-Dec-17,14,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,10-Dec-17,93,1,,70,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,259,0,,0,NaN,NaN
01_指名,SP,Listing,Google,-,-,10-Dec-17,919,102,1,6047,1.02,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,10-Dec-17,150,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,160,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,10-Dec-17,184,1,,168,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,10-Dec-17,757,0,,0,NaN,NaN
01_指名,PC,Listing,Google,,,10-Dec-17,21,0,,0,1.19,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,10-Dec-17,84,0,,111,NaN,NaN
01_指名,PC,Listing,Google,-,-,10-Dec-17,961,86,2,11602,1.03,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,10-Dec-17,299,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,10-Dec-17,1402,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,10-Dec-17,476,2,,570,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,40,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,48,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,10-Dec-17,819,1,,83,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,10-Dec-17,334,1,,49,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,10-Dec-17,272,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,111,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,11,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,10-Dec-17,742,1,,146,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,47,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,17,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,10-Dec-17,40,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,10-Dec-17,622,4,,639,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,10-Dec-17,77,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,10-Dec-17,106,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,10-Dec-17,1,0,,1,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,10-Dec-17,154,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,10-Dec-17,182,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,10-Dec-17,359,1,,74,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,10-Dec-17,196,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,285,1,,13,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,481,1,,196,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,174,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,10-Dec-17,55,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,10-Dec-17,2311,3,,1092,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,10-Dec-17,138,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,10-Dec-17,59,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,10-Dec-17,667,0,,0,NaN,NaN
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,10-Dec-17,582,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,10-Dec-17,909,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,765,1,,79,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,10-Dec-17,280,1,,343,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,10-Dec-17,132,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,10-Dec-17,69,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,10-Dec-17,2993,4,,356,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,10-Dec-17,507,2,,645,NaN,NaN
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,10-Dec-17,4146,7,,613,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,10-Dec-17,517,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,10-Dec-17,1114,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,10-Dec-17,46,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,199,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,10-Dec-17,192,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,10-Dec-17,761,1,,132,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,10-Dec-17,50,0,,72,NaN,NaN
03_口座開設一般,PC,Listing,Yahoo!,,,10-Dec-17,273,1,1,164,NaN,3.35
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,10-Dec-17,292,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,10-Dec-17,36,2,,56,NaN,NaN
03_口座開設一般,PC,Listing,Yahoo!,-,-,10-Dec-17,6576,56,,15272,NaN,2.14
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,10-Dec-17,687,4,,922,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,10-Dec-17,590,1,,242,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,100,1,,598,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,-,-,10-Dec-17,7661,39,,8924,NaN,1.64
03_口座開設一般,SP,Listing,Yahoo!,,,10-Dec-17,703,1,,55,NaN,1.44
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,10-Dec-17,72,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,10-Dec-17,111,0,,0,NaN,NaN
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,10-Dec-17,2634,1,,97,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,63,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,37,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,9-Dec-17,663,1,,659,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,9-Dec-17,518,1,,583,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,9-Dec-17,1429,6,,1727,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,9-Dec-17,81,1,,598,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,,,9-Dec-17,1823,2,,79,NaN,1.87
02_指名関連,SP,Listing,Yahoo!,-,-,9-Dec-17,15944,25,,7438,NaN,1.86
00_手数料無料,SP,AT,GDN,-,-,9-Dec-17,1099,4,,124,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,9-Dec-17,175,1,,199,NaN,NaN
02_指名関連,PC,Listing,Yahoo!,,,9-Dec-17,637,5,,1603,NaN,2.02
02_指名関連,PC,Listing,Yahoo!,-,-,9-Dec-17,15657,47,,12095,NaN,2.04
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,9-Dec-17,97,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,9-Dec-17,64,0,,0,NaN,NaN
00_手数料無料,PC,AT,GDN,-,-,9-Dec-17,1545,1,,53,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,9-Dec-17,119,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,9-Dec-17,749,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,67,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,9-Dec-17,21,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,9-Dec-17,32,0,,0,NaN,NaN
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,9-Dec-17,10831,12,,5196,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,9-Dec-17,41,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,9-Dec-17,14,0,,0,NaN,NaN
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,9-Dec-17,2069,1,,70,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,15,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,9-Dec-17,51,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,9-Dec-17,1698,3,,229,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,9-Dec-17,15,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,262,1,,342,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,9-Dec-17,118,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,147,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,9-Dec-17,123,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9-Dec-17,408,1,,73,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,9-Dec-17,153,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,9-Dec-17,493,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,80,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,9-Dec-17,9,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,9-Dec-17,595,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,9-Dec-17,57,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,9-Dec-17,45,1,,97,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,9-Dec-17,45,0,,61,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,9-Dec-17,30,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,9-Dec-17,246,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,15,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,9-Dec-17,192,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,9-Dec-17,20,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,9-Dec-17,72,0,,0,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,,,9-Dec-17,221,3,,469,NaN,1.87
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,9-Dec-17,113,1,,95,NaN,NaN
03_口座開設一般,SP,Listing,Google,,,9-Dec-17,312,7,,1462,1.99,NaN
03_口座開設一般,SP,Listing,Yahoo!,-,-,9-Dec-17,5394,36,,8508,NaN,1.69
03_口座開設一般,SP,Listing,Google,-,-,9-Dec-17,7218,300,3,89048,1.6,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,245,0,,0,NaN,NaN
03_口座開設一般,PC,Listing,Yahoo!,,,9-Dec-17,107,0,,0,NaN,2.55
03_口座開設一般,PC,Listing,Yahoo!,-,-,9-Dec-17,4894,46,,14692,NaN,2.11
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,9-Dec-17,170,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9-Dec-17,653,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,9-Dec-17,41,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,17,0,,0,NaN,NaN
03_口座開設一般,PC,Listing,Google,,,9-Dec-17,582,5,,1645,2.82,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,9-Dec-17,23,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,9-Dec-17,487,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,9-Dec-17,470,1,,544,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,9-Dec-17,307,1,,413,NaN,NaN
03_口座開設一般,PC,Listing,Google,-,-,9-Dec-17,2416,47,,21650,2.02,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,73,1,,598,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,9-Dec-17,98,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,9-Dec-17,61,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,107,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,9-Dec-17,216,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,9-Dec-17,990,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,9-Dec-17,50,1,,57,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,9-Dec-17,754,6,,974,NaN,NaN
01_指名,PC,Listing,Google,,,9-Dec-17,12,0,,0,1.33,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,9-Dec-17,150,0,,211,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,9-Dec-17,452,0,,0,NaN,NaN
01_指名,PC,Listing,Yahoo!,-,-,9-Dec-17,763,62,1,2444,NaN,1.01
01_指名,PC,Listing,Google,-,-,9-Dec-17,1001,76,1,8842,1,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,9-Dec-17,92,0,,0,NaN,NaN
01_指名,SP,Listing,Yahoo!,-,-,9-Dec-17,335,13,,1770,NaN,1.07
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,9-Dec-17,466,1,,83,NaN,NaN
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,9-Dec-17,687,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,9-Dec-17,407,2,,478,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,9-Dec-17,154,1,,37,NaN,NaN
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,9-Dec-17,1283,2,,520,NaN,NaN
01_指名,SP,Listing,Google,-,-,9-Dec-17,928,107,1,6858,1.01,NaN
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,9-Dec-17,4517,6,,540,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,9-Dec-17,54,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,9-Dec-17,3281,4,,1781,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,9-Dec-17,130,0,,181,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,9-Dec-17,3,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,9-Dec-17,1,0,,1,NaN,NaN
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,9-Dec-17,14435,18,,1820,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,166,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,9-Dec-17,57,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,9-Dec-17,160,0,,0,NaN,NaN
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,9-Dec-17,6060,13,,1459,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,9-Dec-17,156,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,9-Dec-17,248,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,9-Dec-17,69,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,9-Dec-17,111,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,9-Dec-17,182,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,9-Dec-17,123,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,9-Dec-17,238,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,9-Dec-17,111,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,170,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9-Dec-17,179,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,9-Dec-17,39,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,9-Dec-17,14,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,9-Dec-17,259,0,,0,NaN,NaN
02_指名関連,SP,Listing,Google,-,-,9-Dec-17,13446,264,4,131225,1.66,NaN
02_指名関連,SP,Listing,Google,,,9-Dec-17,1395,21,,10116,1.75,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,9-Dec-17,401,1,,460,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,9-Dec-17,176,0,,0,NaN,NaN
